职位名,链接,公司,工作地点,薪资,经验,学历
大数据分析建模工程师,http://jobs.51job.com/ningbo-yzq/84793753.html?s=01&t=0,高伟达软件股份有限公司,宁波-鄞州区,1.5-2万/月,3-4年经验,本科
急聘SEM竞价管理专员/SEO/数据分析专员,http://jobs.51job.com/kunming-xsq/78044736.html?s=01&t=0,云南新华电脑职业培训学校,异地招聘,4-8千/月,无工作经验,大专
数据分析助理,http://jobs.51job.com/shenzhen-nsq/92403322.html?s=01&t=0,深圳市同健光电有限公司,深圳-南山区,4.5-6千/月,1年经验,大专
营运数据分析主管/经理,http://jobs.51job.com/foshan/88605185.html?s=01&t=0,广东伊丽莎白美容健身有限公司,佛山,6-10万/年,,本科
企业数据分析师,http://jobs.51job.com/shanghai-jdq/92207561.html?s=01&t=0,四川海底捞餐饮股份有限公司,上海-嘉定区,0.8-1万/月,,
数据分析员,http://jobs.51job.com/chongqing-ybq/80190752.html?s=01&t=0,重庆北汽幻速汽车销售有限公司,重庆-渝北区,4-6千/月,,
大数据分析工程师,http://jobs.51job.com/chengdu/86516114.html?s=01&t=0,四川和汇明垣数据技术有限公司,成都,20-30万/年,5-7年经验,本科
资深数据分析,http://jobs.51job.com/shenzhen-nsq/92294430.html?s=01&t=0,天津市上线科技有限公司深圳分公司,深圳-南山区,0.8-1.2万/月,3-4年经验,本科
高级运维研发工程师(日志数据分析挖掘方向),http://jobs.51job.com/shanghai-xhq/81708235.html?s=01&t=0,中国太平洋保险（集团）股份有限公司,上海-徐汇区,15-30万/年,3-4年经验,本科
数据分析师,http://jobs.51job.com/shenzhen-nsq/92010031.html?s=01&t=0,厦门吉比特网络技术股份有限公司,深圳-南山区,1-1.5万/月,2年经验,
数据分析工程师,http://jobs.51job.com/guangdongsheng/91894236.html?s=01&t=0,新奥能源服务有限公司,异地招聘,1-1.5万/月,5-7年经验,本科
商品数据分析,http://jobs.51job.com/shanghai/86621761.html?s=01&t=0,上海圆邦时装有限公司,上海,5-6千/月,2年经验,
数据分析专员,http://jobs.51job.com/xianyang/86461717.html?s=01&t=0,陕西王府井奥莱商业有限公司,异地招聘,3-4千/月,,大专
数据分析员,http://jobs.51job.com/hangzhou-bjq/92018724.html?s=01&t=0,杭州味捷品牌管理有限公司,杭州-滨江区,4-5千/月,1年经验,大专
数据分析师,http://jobs.51job.com/changsha/92412663.html?s=01&t=0,长沙链家,长沙,3-4.5千/月,1年经验,本科
数据分析工程师,http://jobs.51job.com/shanghai-cnq/91928081.html?s=01&t=0,俾斯麦（上海）酒业有限公司,上海-长宁区,1-1.5万/月,,
数据分析师,http://jobs.51job.com/guangzhou-thq/90693783.html?s=01&t=0,广州艾美信息科技有限公司,广州-天河区,6-8千/月,,本科
交行线上金融中心-数据分析专员,http://jobs.51job.com/shanghai-cnq/89562323.html?s=01&t=0,交银企业管理服务（上海）有限公司张江高科技园区分公司,上海-长宁区,1-1.5万/月,1年经验,本科
数据分析工程师,http://jobs.51job.com/shenzhen-ftq/83550556.html?s=01&t=0,大连华讯投资股份有限公司深圳分公司,深圳-福田区,0.8-1万/月,,本科
数据分析助理实习生,http://jobs.51job.com/shanghai/89153626.html?s=01&t=0,上海创业接力科技金融集团有限公司,上海,100元/天,无工作经验,本科
数据分析专员,http://jobs.51job.com/shanghai/91387829.html?s=01&t=0,上海超爱才金融信息服务有限公司,上海,0.6-1万/月,,
财务分析主管/数据分析师,http://jobs.51job.com/shanghai/80301220.html?s=01&t=0,东来涂料技术（上海）有限公司,上海,1-1.5万/月,,本科
数据分析专员,http://jobs.51job.com/shenzhen/89158538.html?s=01&t=0,深圳市拓翼无境贸易有限公司,深圳,4-7千/月,,大专
数据分析助理,http://jobs.51job.com/shenzhen-lgq/85836969.html?s=01&t=0,深圳市万企实业有限公司,深圳-龙岗区,3-4.5千/月,1年经验,中专
大数据分析师 [ 北京 ],http://jobs.51job.com/beijing-cyq/77514714.html?s=01&t=0,YOHO!有货（江苏）商贸服务有限公司,北京-朝阳区,2-2.5万/月,5-7年经验,本科
数据分析工程师,http://jobs.51job.com/shanghai-ypq/86953868.html?s=01&t=0,基谱生物科技（上海）有限公司,上海-杨浦区,1.5-2万/月,,
数据分析专员,http://jobs.51job.com/hangzhou-jgq/90582987.html?s=01&t=0,杭州春客网络科技有限公司,杭州-江干区,4.5-6千/月,2年经验,大专
证券数据分析师,http://jobs.51job.com/weifang/83697073.html?s=01&t=0,潍坊市汇鑫信息技术有限公司,潍坊,3-4.5千/月,,
零基础转行大数据分析+培训上岗+双休,http://jobs.51job.com/guiyang/89361455.html?s=01&t=0,贵州艾特信信息科技有限公司,贵阳,3-6千/月,,
数据分析师-运营方向,http://jobs.51job.com/shanghai-hpq/89545627.html?s=01&t=0,蜜柚网络科技（上海）有限公司,上海-黄浦区,1-1.5万/月,,
数据分析师,http://jobs.51job.com/beijing-cyq/90547497.html?s=01&t=0,中能东道（北京）投资管理有限公司,北京-朝阳区,0.8-1.5万/月,3-4年经验,本科
数据分析员,http://jobs.51job.com/changsha-yhq/86248195.html?s=01&t=0,湖南优康宝贝母婴用品连锁有限公司,长沙-雨花区,2.8-3.5千/月,无工作经验,中专
数据分析师,http://jobs.51job.com/shanghai-ypq/87931939.html?s=01&t=0,上海浅橙网络科技有限公司,上海-杨浦区,1.5-2万/月,2年经验,大专
数据分析主管（机票BG）,http://jobs.51job.com/shanghai/82555019.html?s=01&t=0,携程旅行网业务区,上海,0.8-1万/月,,大专
数据分析,http://jobs.51job.com/shanghai/84129298.html?s=01&t=0,上海脉链五金工具有限公司,上海,0.8-1万/月,5-7年经验,大专
资深数据分析师,http://jobs.51job.com/shanghai/78819446.html?s=01&t=0,鑫库电子商务（上海）有限公司,上海,0.8-1万/月,3-4年经验,本科
财务数据分析专员,http://jobs.51job.com/guangzhou-nsq/85437033.html?s=01&t=0,广州格芮哲再生资源有限公司,广州-南沙区,3-4.5千/月,,大专
数据分析主管,http://jobs.51job.com/dalian/91750050.html?s=01&t=0,大连格罗贝斯信息咨询有限公司,大连,4-6千/月,3-4年经验,硕士
资深数据分析专家,http://jobs.51job.com/hangzhou-xhq/91596208.html?s=01&t=0,杭州悦骑科技有限公司,杭州-西湖区,2.5-3万/月,5-7年经验,本科
数据分析专员,http://jobs.51job.com/fuzhou/91140435.html?s=01&t=0,福建万瑞祺金融服务有限公司,福州,4-6.5千/月,3-4年经验,
移动网络投诉数据分析岗,http://jobs.51job.com/dongguan/82327284.html?s=01&t=0,广东地球村计算机系统股份有限公司,东莞,2.5-3.5千/月,,
数据分析师,http://jobs.51job.com/fuzhou/87484901.html?s=01&t=0,福建网龙计算机网络信息技术有限公司,福州,0.7-1.1万/月,,
健康大数据分析师,http://jobs.51job.com/guangzhou/90420860.html?s=01&t=0,量子高科（中国）生物股份有限公司,广州,0.8-1万/月,1年经验,本科
数据分析实施专员,http://jobs.51job.com/jiangmen/83542236.html?s=01&t=0,广州淘研所电子商务有限公司,江门,3-4.5千/月,1年经验,大专
数据分析销售跟单文员,http://jobs.51job.com/wuhan-qkq/80958160.html?s=01&t=0,武汉市江汉区时尚地带服饰店,武汉-硚口区,3.5-5千/月,,
数据分析,http://jobs.51job.com/nanjing-jyq/67378390.html?s=01&t=0,南京行狐电子商务有限公司-妖精的口袋,南京-建邺区,4.5-6千/月,,
数据分析师,http://jobs.51job.com/qingdao/91219692.html?s=01&t=0,滴滴出行,青岛,6-8千/月,,本科
市场数据分析专员,http://jobs.51job.com/hangzhou-jgq/74825959.html?s=01&t=0,杭州嘉力丰投资股份有限公司,杭州-江干区,6-8千/月,,本科
数据分析师,http://jobs.51job.com/hangzhou-jgq/89582582.html?s=01&t=0,杭州阿思拓信息科技有限公司,杭州-江干区,1-2万/月,,
链家研究院数据分析师,http://jobs.51job.com/nanjing/92431741.html?s=01&t=0,南京链家房地产经纪有限公司,南京,0.5-1万/月,1年经验,硕士
数据分析师,http://jobs.51job.com/beijing-xcq/92429369.html?s=01&t=0,嘉兴浙华质检技术服务有限公司,北京-西城区,4.5-6千/月,,
数据分析主管,http://jobs.51job.com/taicang/92428253.html?s=01&t=0,江苏雅鹿品牌运营股份有限公司,异地招聘,6-8千/月,2年经验,本科
数据分析师,http://jobs.51job.com/kunshan/92427899.html?s=01&t=0,上海怡宝化妆品有限公司,昆山,6-8千/月,3-4年经验,本科
市场数据分析,http://jobs.51job.com/nanjing/91908356.html?s=01&t=0,江苏格瑞德交通科技有限公司,南京,3-4.5千/月,1年经验,大专
房地产数据分析专员,http://jobs.51job.com/huizhou/91860829.html?s=01&t=0,瑞庭网络技术（上海）有限公司佛山分公司,惠州,4-5.5千/月,,本科
网店数据分析员兼运营助理,http://jobs.51job.com/shanghai-ptq/90988814.html?s=01&t=0,上海海戈贸易有限公司,上海-普陀区,5-8千/月,1年经验,大专
数据专员/数据分析专员,http://jobs.51job.com/shanghai-pdxq/90839567.html?s=01&t=0,上海懋敏投资中心（有限合伙）,上海-浦东新区,3.5-6千/月,,大专
数据分析经理,http://jobs.51job.com/beijing/89028312.html?s=01&t=0,远特（北京）通信技术有限公司,北京,1-2万/月,3-4年经验,本科
数据分析工程师,http://jobs.51job.com/fuzhou-glq/68444735.html?s=01&t=0,福建国通信息科技有限公司,福州-鼓楼区,0.5-1万/月,,
数据分析,http://jobs.51job.com/shenzhen-lgq/75135444.html?s=01&t=0,深圳市鑫荣懋农产品股份有限公司,深圳-龙岗区,0.8-1万/月,3-4年经验,本科
数据分析专员,http://jobs.51job.com/shenzhen-nsq/90867156.html?s=01&t=0,深圳市兴海物联科技有限公司,深圳-南山区,10-15万/年,,
大数据分析岗,http://jobs.51job.com/beijing-hdq/89867359.html?s=01&t=0,北京华润物业管理有限公司海淀分部,北京-海淀区,0.8-1.5万/月,2年经验,本科
数据分析,http://jobs.51job.com/hangzhou-xcq/84581476.html?s=01&t=0,浙江华义文化创意有限公司,杭州-下城区,4.5-6千/月,,
商品数据分析员,http://jobs.51job.com/chengdu-jjq/74208507.html?s=01&t=0,成都缔梵服饰有限公司,成都-锦江区,3-4.5千/月,,大专
数据分析员,http://jobs.51job.com/chongqing/86789840.html?s=01&t=0,延锋汽车饰件系统重庆有限公司,重庆,3-4.5千/月,,大专
数据分析师,http://jobs.51job.com/wuxi/92284092.html?s=01&t=0,江苏国奥世纪体育文化传播有限公司,无锡,0.6-1万/月,,大专
临床数据分析员,http://jobs.51job.com/beijing-cyq/81943459.html?s=01&t=0,北京哲齐合明科技有限公司,北京-朝阳区,0.8-1.5万/月,5-7年经验,本科
行业数据分析专员,http://jobs.51job.com/fuzhou/88853190.html?s=01&t=0,九龙宝典传媒集团股份有限公司,福州,3-4.5千/月,,大专
数据分析师,http://jobs.51job.com/changzhou/91304310.html?s=01&t=0,万帮新能源投资集团有限公司,常州,5-8千/月,2年经验,本科
数据分析（核算专员）,http://jobs.51job.com/beijing/76491764.html?s=01&t=0,北京正德慧通生物科技有限公司,北京,5-7千/月,3-4年经验,大专
数据分析员,http://jobs.51job.com/chengdu-qyq/54597554.html?s=01&t=0,四川卓越测评咨询有限公司,成都-青羊区,3-6千/月,2年经验,本科
数据分析师,http://jobs.51job.com/shanghai-pdxq/92429302.html?s=01&t=0,上海持富金融信息服务有限公司,上海-浦东新区,0.5-1万/月,1年经验,大专
数据分析师/数据分析员/数据处理,http://jobs.51job.com/lhasa/91102372.html?s=01&t=0,南京汇龙科技有限公司,拉萨,3-6千/月,,
数据分析师,http://jobs.51job.com/changsha/82310875.html?s=01&t=0,快乐购物股份有限公司,长沙,4.5-6.5千/月,3-4年经验,本科
游戏数据分析师,http://jobs.51job.com/beijing-cyq/84307220.html?s=01&t=0,北京蓝海龙文化传播有限公司,北京-朝阳区,1-1.5万/月,3-4年经验,本科
财务文员/数据分析员/统计员,http://jobs.51job.com/guangzhou-hzq/87223070.html?s=01&t=0,广州欣阳电子科技有限公司,广州-海珠区,3-4.5千/月,1年经验,本科
数据分析及MSTR开发,http://jobs.51job.com/changchun/88651087.html?s=01&t=0,北京润霖汽车科技有限公司,长春,5-8千/月,,
数据分析员（DP）,http://jobs.51job.com/guangzhou-yxq/89008338.html?s=01&t=0,北京新生代市场监测机构有限公司广州分公司,广州-越秀区,4.5-6千/月,2年经验,本科
数据分析专员-南京-00807,http://jobs.51job.com/nanjing-jnq/92217655.html?s=01&t=0,南京泉眼体育发展有限公司,南京-江宁区,6-8千/月,,
高级数据分析师,http://jobs.51job.com/shenzhen-nsq/85321029.html?s=01&t=0,深圳星桥数据技术有限公司,深圳-南山区,1-2.5万/月,2年经验,
数据分析师,http://jobs.51job.com/hangzhou-jgq/91646349.html?s=01&t=0,易视腾科技股份有限公司,杭州-江干区,0.8-1.5万/月,3-4年经验,
数据分析师,http://jobs.51job.com/shenzhen-nsq/88105079.html?s=01&t=0,深圳市易车出行科技有限公司,深圳-南山区,0.8-1万/月,5-7年经验,
连锁门店商品数据分析员,http://jobs.51job.com/shanghai-pdxq/92298355.html?s=01&t=0,上海蘑菇宝贝百货有限公司,上海-浦东新区,4.5-6千/月,1年经验,大专
文本信息大数据分析师,http://jobs.51job.com/beijing-xcq/86285379.html?s=01&t=0,中经网数据有限公司,北京-西城区,6-8千/月,,本科
数据分析师,http://jobs.51job.com/shanghai-xhq/90275205.html?s=01&t=0,聚信立,上海-徐汇区,1.5-2万/月,2年经验,本科
保险数据分析师,http://jobs.51job.com/hangzhou-gsq/83101930.html?s=01&t=0,浙江联保网络技术有限公司,杭州-拱墅区,6-8千/月,2年经验,大专
数据分析总监,http://jobs.51job.com/shanghai/79447569.html?s=01&t=0,返利网,上海,3.5-5万/月,,
数据分析专员,http://jobs.51job.com/qingdao-hdq/62207180.html?s=01&t=0,山东捷丰国际储运有限公司,青岛-黄岛区,4-6千/月,,硕士
高级数据分析师,http://jobs.51job.com/nantong/80741004.html?s=01&t=0,南通大数洞察网络科技有限公司,南通,1.5-2万/月,3-4年经验,本科
高级数据分析师-杭州（公共平台事业部）,http://hundsun.51job.com/sc/show_job_detail.php?jobid=91005780,恒生电子股份有限公司,杭州-滨江区,1.2-2万/月,,
外贸数据分析员（双休  待遇高 工作环境好）,http://jobs.51job.com/tianjin/91049594.html?s=01&t=0,天津市美昕利源商贸有限公司,天津,3-4.5千/月,,大专
数据分析工程师,http://jobs.51job.com/guangzhou-yxq/83518978.html?s=01&t=0,博彦科技广州有限公司,广州-越秀区,0.8-1.5万/月,,
杭州财务数据分析专员,http://jobs.51job.com/hangzhou-xcq/78716980.html?s=01&t=0,浙江华润三九众益制药有限公司,杭州-下城区,4-8千/月,1年经验,本科
高级数据分析顾问,http://jobs.51job.com/beijing-cyq/85913090.html?s=01&t=0,北京易观智库网络科技有限公司,北京-朝阳区,1.5-2万/月,3-4年经验,
SFE Data analyst/销售效能数据分析员,http://jobs.51job.com/beijing-cyq/90595406.html?s=01&t=0,施维雅（天津）制药有限公司,北京-朝阳区,0.8-1万/月,3-4年经验,本科
金融数据分析师,http://jobs.51job.com/shanghai-pdxq/79125494.html?s=01&t=0,上海大智慧财汇数据科技有限公司,上海-浦东新区,1-1.5万/月,2年经验,本科
销售数据分析专员,http://jobs.51job.com/hangzhou/77390661.html?s=01&t=0,浙江佐力药业股份有限公司,杭州,4-4.5千/月,,
数据分析实习生,http://jobs.51job.com/beijing/90966923.html?s=01&t=0,百融（北京）金融信息服务股份有限公司,北京,3-5千/月,,
数据分析工程师,http://jobs.51job.com/chengdu/91639209.html?s=01&t=0,成都唐源电气股份有限公司,成都,3.5-6千/月,,大专
数据分析师,http://jobs.51job.com/beijing-cyq/88851108.html?s=01&t=0,尚德机构,北京-朝阳区,0.8-1万/月,1年经验,本科
数据分析-诸暨雄风孩子王,http://jobs.51job.com/shaoxing/91523613.html?s=01&t=0,杭州孩子王儿童用品有限公司,绍兴,3-4.5千/月,1年经验,大专
数据分析,http://jobs.51job.com/shanghai-ptq/60854949.html?s=01&t=0,上海沙驰服饰有限公司,上海-普陀区,,1年经验,
数据分析/文员,http://jobs.51job.com/hangzhou/73794082.html?s=01&t=0,竞思教育,杭州,4-6千/月,1年经验,大专
数据分析师（汽车）,http://jobs.51job.com/shanghai/72618538.html?s=01&t=0,上海轩言网络信息科技有限公司,上海,1-2万/月,3-4年经验,本科
游戏数据分析师/包中晚餐/五险一金,http://jobs.51job.com/guangzhou-thq/92439803.html?s=01&t=0,上海弘贯网络科技有限公司,广州-天河区,0.8-1万/月,3-4年经验,本科
数据分析师,http://jobs.51job.com/guangzhou-thq/90845895.html?s=01&t=0,广州小橙网络科技有限公司,广州-天河区,0.8-1.5万/月,2年经验,本科
数据分析师,http://jobs.51job.com/beijing-dxq/83996613.html?s=01&t=0,新达达,北京-大兴区,0.8-1万/月,3-4年经验,本科
